Student_ID,Gender,Department,Study_Group,Attendance_Range,Parental_Education,Internet_Access,Private_Tuition,Study_Hours_Daily,Math_Score,Science_Score,English_Score,Social_Score,Computer_Score,Total_Marks,Average_Score,Grade,Result,Academic_Year
STU0404,Male,Commerce,Group A,Below 60%,High School,Yes,,6.6,41,30,35,46,44,196,39.2,D,Fail,2022
STU0405,Male,Science,Group A,Above 90%,Graduate,No,No,5.2,76,84,84,80,67,391,78.2,B,Pass,2023
STU0406,Male,Science,Group C,75-90%,High School,No,Yes,5.4,67,65,71,72,72,347,69.4,B,Pass,2023
STU0407,Male,Commerce,Group A,Above 90%,High School,Yes,Yes,4.3,86,87,88,86,81,428,85.6,A,Pass,2022
STU0408,Male,Commerce,Group A,75-90%,Post Graduate,No,No,5.4,67,73,70,53,70,333,66.6,B,Pass,2023
STU0409,Female,Arts,Group A,Below 60%,Post Graduate,Yes,Yes,4.2,73,66,68,83,74,364,72.8,B,Pass,2024
STU0410,Female,Commerce,Group C,Below 60%,High School,Yes,Yes,3.5,51,59,62,64,61,297,59.4,C,Pass,2022
STU0411,Female,Technology,Group A,75-90%,Post Graduate,No,Yes,7.3,53,71,74,63,67,328,65.6,B,Pass,2024
STU0412,Female,Technology,Group A,Above 90%,High School,No,Yes,4.3,75,72,63,69,76,355,71.0,B,Pass,2023
STU0413,Female,Science,Group B,60-75%,High School,No,Yes,1.2,56,53,56,51,57,273,54.6,C,Pass,2024
STU0414,Female,Science,Group B,60-75%,High School,No,No,5.3,58,59,49,55,45,266,53.2,C,Pass,2022
STU0415,Male,Management,Group C,Below 60%,Graduate,No,Yes,4.0,40,45,39,42,35,201,40.2,D,Pass,2022
STU0416,Male,Management,Group B,Below 60%,Graduate,Yes,,1.7,44,46,54,55,43,242,48.4,D,Pass,2023
STU0417,Male,Commerce,Group A,Below 60%,Post Graduate,No,Yes,4.2,47,45,44,42,41,219,43.8,D,Pass,2024
STU0418,Male,Management,Group A,Above 90%,Graduate,Yes,No,7.3,68,65,75,75,72,355,71.0,B,Pass,2023
STU0419,Male,Management,Group C,75-90%,Graduate,No,Yes,7.2,88,82,80,92,79,421,84.2,A,Pass,2022
STU0420,Female,Technology,Group B,Above 90%,Post Graduate,Yes,No,2.7,83,85,79,82,92,421,84.2,A,Pass,2022
STU0421,Male,Technology,Group C,60-75%,Graduate,No,No,1.9,42,52,49,38,47,228,45.6,D,Pass,2024
STU0422,Female,Management,Group A,Above 90%,Post Graduate,No,Yes,1.8,77,93,87,77,96,430,86.0,A,Pass,2023
STU0423,Male,Science,Group B,Above 90%,High School,Yes,Yes,1.2,74,75,67,59,74,349,69.8,B,Pass,2022
STU0424,Male,Science,Group C,60-75%,Post Graduate,No,No,4.1,50,39,49,39,32,209,41.8,D,Pass,2023
STU0425,Male,Management,Group B,75-90%,High School,No,Yes,5.3,66,65,61,59,78,329,65.8,B,Pass,2022
STU0426,Female,Management,Group A,60-75%,High School,Yes,Yes,5.9,94,76,79,78,84,411,82.2,A,Pass,2024
STU0427,Female,Arts,Group C,60-75%,Graduate,No,Yes,3.2,65,46,55,57,57,280,56.0,C,Pass,2022
STU0428,Female,Management,Group C,75-90%,Graduate,No,Yes,5.7,52,64,67,63,65,311,62.2,C,Pass,2022
STU0429,Male,Arts,Group B,Above 90%,Post Graduate,Yes,No,2.9,75,69,69,77,88,378,75.6,B,Pass,2022
STU0430,Female,Science,Group B,Below 60%,Post Graduate,No,Yes,7.0,50,55,39,40,46,230,46.0,D,Pass,2023
STU0431,Female,Technology,Group B,Below 60%,Graduate,No,No,6.6,54,64,60,35,62,275,55.0,C,Pass,2023
STU0432,Female,Commerce,Group A,Above 90%,High School,Yes,Yes,3.6,89,66,71,80,68,374,74.8,B,Pass,2022
STU0433,Female,Technology,Group A,Above 90%,High School,No,Yes,3.1,83,76,77,84,67,387,77.4,B,Pass,2024
STU0434,Male,Technology,Group B,Below 60%,High School,Yes,No,4.4,56,50,60,65,55,286,57.2,C,Pass,2024
STU0435,Male,Commerce,Group C,Below 60%,Graduate,No,Yes,5.9,39,36,43,42,42,202,40.4,D,Pass,2022
STU0436,Male,Arts,Group B,75-90%,High School,Yes,Yes,7.7,63,59,62,54,67,305,61.0,C,Pass,2022
STU0437,Female,Arts,Group A,Below 60%,Post Graduate,Yes,Yes,2.9,46,46,52,56,40,240,48.0,D,Pass,2024
STU0438,Male,Arts,Group C,75-90%,High School,Yes,Yes,4.5,80,58,76,72,73,359,71.8,B,Pass,2022
STU0439,Male,Management,Group A,Above 90%,Graduate,Yes,Yes,5.2,84,85,92,94,76,431,86.2,A,Pass,2023
STU0440,Female,Commerce,Group A,Below 60%,Post Graduate,Yes,Yes,5.8,53,56,58,57,57,281,56.2,C,Pass,2022
STU0441,Male,Science,Group A,Above 90%,Graduate,Yes,Yes,3.1,93,85,88,93,90,449,89.8,A,Pass,2022
STU0442,Male,Science,Group C,60-75%,Post Graduate,Yes,Yes,2.1,63,69,51,67,59,309,61.8,C,Pass,2024
STU0443,Male,Management,Group C,Below 60%,High School,Yes,Yes,2.5,59,61,51,58,54,283,56.6,C,Pass,2024
STU0444,Female,Technology,Group B,60-75%,Graduate,Yes,Yes,4.3,70,65,70,71,66,342,68.4,B,Pass,2024
STU0445,Female,Commerce,Group A,75-90%,Post Graduate,No,Yes,,68,64,72,58,81,343,68.6,B,Pass,2024
STU0446,Female,Technology,Group C,Above 90%,High School,Yes,No,5.7,71,67,64,64,75,341,68.2,B,Pass,2022
STU0447,Female,Commerce,Group A,Above 90%,Post Graduate,Yes,Yes,4.0,79,80,85,72,78,394,78.8,B,Pass,2023
STU0448,Female,Arts,Group B,Above 90%,Graduate,No,No,7.6,62,59,63,57,62,303,60.6,C,Pass,2022
STU0449,Male,Science,Group B,Below 60%,Graduate,Yes,Yes,4.6,44,44,53,48,38,227,45.4,D,Pass,2023
STU0450,Male,Technology,Group C,75-90%,Post Graduate,No,No,4.0,64,64,54,61,59,302,60.4,C,Pass,2022
STU0451,Female,Technology,Group A,75-90%,Graduate,No,No,1.9,71,73,66,67,63,340,68.0,B,Pass,2024
STU0452,Female,Technology,Group B,Below 60%,Post Graduate,No,No,5.7,34,40,37,29,32,172,34.4,D,Fail,2023
STU0453,Male,Arts,Group B,Below 60%,Post Graduate,Yes,Yes,3.4,53,57,47,43,47,247,49.4,D,Pass,2023
STU0454,Female,Technology,Group A,Below 60%,Post Graduate,Yes,Yes,1.1,40,48,45,44,51,228,45.6,D,Pass,2023
STU0455,Female,Science,Group A,Above 90%,Post Graduate,No,No,6.7,55,69,63,56,68,311,62.2,C,Pass,2022
STU0456,Female,Commerce,Group C,Above 90%,Post Graduate,No,Yes,7.0,83,71,75,71,68,368,73.6,B,Pass,2022
STU0457,Female,Arts,Group C,Below 60%,Graduate,No,Yes,6.6,45,49,45,46,49,234,46.8,D,Pass,2023
STU0458,Male,Technology,Group B,75-90%,High School,No,No,4.8,51,52,58,46,55,262,52.4,C,Pass,2022
STU0459,Male,Management,Group C,Above 90%,High School,No,No,4.7,54,56,50,47,52,259,51.8,C,Pass,2023
STU0460,Male,Technology,Group B,60-75%,High School,No,No,5.5,53,47,45,32,49,226,45.2,D,Pass,2023
STU0461,Male,Management,Group A,Above 90%,High School,Yes,Yes,7.3,95,91,99,100,93,478,95.6,A,Pass,2022
STU0462,Female,Commerce,Group C,60-75%,High School,No,No,7.3,36,48,41,39,37,201,40.2,D,Pass,2023
STU0463,Female,Management,Group B,Below 60%,Graduate,No,Yes,4.7,56,61,61,58,46,282,56.4,C,Pass,2024
STU0464,Female,Management,Group B,Above 90%,High School,Yes,Yes,2.0,81,67,80,75,81,384,76.8,B,Pass,2022
STU0465,Female,Commerce,Group B,Above 90%,Graduate,No,Yes,2.9,60,68,66,57,63,314,62.8,C,Pass,2022
STU0466,Female,Arts,Group C,75-90%,Graduate,Yes,Yes,3.2,50,59,54,63,70,296,59.2,C,Pass,2024
STU0467,Male,Arts,Group B,60-75%,Graduate,No,Yes,7.0,68,69,85,74,69,365,73.0,B,Pass,2022
STU0468,Female,Technology,Group B,Above 90%,High School,No,Yes,6.8,67,72,60,76,59,334,66.8,B,Pass,2024
STU0469,Male,Arts,Group C,75-90%,Graduate,No,No,3.8,62,57,57,63,59,298,59.6,C,Pass,2024
STU0470,Female,Arts,Group C,Below 60%,High School,Yes,Yes,7.6,39,48,47,43,46,223,44.6,D,Pass,2023
STU0471,Male,Technology,Group A,75-90%,High School,No,No,1.1,69,62,69,71,59,330,66.0,B,Pass,2022
STU0472,Male,Management,Group C,Below 60%,Graduate,Yes,No,2.2,44,40,41,56,58,239,47.8,D,Pass,2024
STU0473,Male,Science,Group A,Above 90%,Graduate,No,Yes,1.9,70,80,67,71,80,368,73.6,B,Pass,2022
STU0474,Male,Management,Group A,75-90%,Post Graduate,Yes,No,3.6,63,60,65,49,52,289,57.8,C,Pass,2024
STU0475,Male,Technology,Group C,Below 60%,Graduate,Yes,No,4.9,43,35,44,38,39,199,39.8,D,Fail,2022
STU0476,Male,Arts,Group B,Above 90%,Graduate,Yes,Yes,1.3,72,81,71,82,81,387,77.4,B,Pass,2022
STU0477,Male,Arts,Group A,Above 90%,Graduate,No,Yes,7.1,77,72,72,74,71,366,73.2,B,Pass,2023
STU0478,Female,Arts,Group B,75-90%,Graduate,No,No,5.6,62,75,65,73,75,350,70.0,B,Pass,2023
STU0479,Male,Science,Group A,60-75%,High School,Yes,Yes,4.1,58,55,58,64,54,289,57.8,C,Pass,2024
STU0480,Female,Management,Group A,Above 90%,Graduate,Yes,Yes,4.9,80,74,86,76,65,381,76.2,B,Pass,2024
STU0481,Male,Management,Group A,Below 60%,Post Graduate,Yes,No,1.9,52,49,47,41,61,250,50.0,C,Pass,2023
STU0482,Male,Management,Group B,75-90%,High School,Yes,Yes,7.8,71,64,82,78,78,373,74.6,B,Pass,2024
STU0483,Female,Management,Group A,75-90%,Post Graduate,Yes,Yes,1.6,70,78,67,65,72,352,70.4,B,Pass,2023
STU0484,Male,Commerce,Group A,Above 90%,High School,Yes,Yes,6.6,77,64,63,77,77,358,71.6,B,Pass,2024
STU0485,Male,Arts,Group C,75-90%,Post Graduate,Yes,No,4.0,73,64,70,65,66,338,67.6,B,Pass,2023
STU0486,Male,Management,Group A,Above 90%,Post Graduate,No,Yes,4.7,52,49,47,49,40,237,47.4,D,Pass,2024
STU0487,Male,Management,Group B,75-90%,Graduate,No,Yes,5.0,77,58,56,60,67,318,63.6,C,Pass,2024
STU0488,Male,Science,Group A,Below 60%,Post Graduate,No,No,1.1,29,29,23,20,22,123,24.6,D,Fail,2024
STU0489,Male,Technology,Group B,60-75%,Graduate,Yes,Yes,2.9,64,62,64,63,60,313,62.6,C,Pass,2022
STU0490,Male,Commerce,Group B,Below 60%,Post Graduate,No,Yes,7.1,47,49,49,36,48,229,45.8,D,Pass,2024
STU0491,Female,Management,Group B,75-90%,Post Graduate,No,No,1.2,65,67,72,62,60,326,65.2,B,Pass,2023
STU0492,Male,Commerce,Group B,Above 90%,Post Graduate,Yes,Yes,,77,77,81,89,74,398,79.6,B,Pass,2023
STU0493,Male,Technology,Group B,Above 90%,Post Graduate,Yes,Yes,7.9,61,66,66,58,59,310,62.0,C,Pass,2023
STU0494,Female,Management,Group C,Below 60%,Graduate,No,No,4.7,26,25,22,20,31,124,24.8,D,Fail,2023
STU0495,Female,Management,Group A,Below 60%,Graduate,No,No,2.3,21,20,27,26,21,115,23.0,D,Fail,2023
STU0496,Male,Technology,Group A,60-75%,Post Graduate,No,No,,53,54,62,69,56,294,58.8,C,Pass,2023
STU0497,Male,Commerce,Group A,75-90%,Post Graduate,Yes,No,2.6,70,56,67,74,64,331,66.2,B,Pass,2024
STU0498,Male,Science,Group A,75-90%,Graduate,No,Yes,1.8,64,78,76,67,79,364,72.8,B,Pass,2022
STU0499,Female,Technology,Group A,75-90%,Graduate,Yes,No,6.6,65,72,73,90,79,379,75.8,B,Pass,2022
STU0500,Male,Science,Group C,Below 60%,Post Graduate,Yes,Yes,4.5,59,50,63,53,47,272,54.4,C,Pass,2022
STU0501,Female,Commerce,Group B,75-90%,,Yes,Yes,2.2,84,97,86,80,87,434,86.8,A,Pass,2023
STU0502,Female,Arts,Group C,75-90%,Post Graduate,Yes,Yes,7.0,69,69,63,61,71,333,66.6,B,Pass,2024
STU0503,Male,Arts,Group A,Above 90%,High School,Yes,Yes,7.5,80,76,70,74,76,376,75.2,B,Pass,2022
STU0504,Male,Management,Group C,75-90%,Graduate,No,No,5.9,46,64,59,43,56,268,53.6,C,Pass,2023
STU0505,Female,Commerce,Group B,75-90%,Post Graduate,No,Yes,4.8,80,69,81,82,71,383,76.6,B,Pass,2022
STU0506,Female,Science,Group A,75-90%,Post Graduate,Yes,Yes,4.5,75,80,90,78,86,409,81.8,A,Pass,2024
STU0507,Female,Science,Group A,75-90%,Post Graduate,No,Yes,2.7,54,61,70,75,68,328,65.6,B,Pass,2024
STU0508,Male,Management,Group C,75-90%,Graduate,No,Yes,4.2,65,64,62,62,68,321,64.2,C,Pass,2022
STU0509,Female,Technology,Group A,Below 60%,High School,Yes,No,3.8,37,31,40,29,32,169,33.8,D,Fail,2023
STU0510,Female,Management,Group A,Above 90%,Graduate,No,No,1.8,72,68,67,65,58,330,66.0,B,Pass,2022
STU0511,Female,Technology,Group A,Below 60%,Post Graduate,Yes,No,3.6,34,44,42,42,39,201,40.2,D,Pass,2023
STU0512,Female,Arts,Group C,Above 90%,High School,Yes,Yes,1.0,70,61,67,68,72,338,67.6,B,Pass,2024
STU0513,Male,Arts,Group C,Below 60%,Graduate,No,No,2.0,34,24,39,34,30,161,32.2,D,Fail,2024
STU0514,Female,Technology,Group C,Above 90%,High School,No,Yes,7.2,65,71,75,53,66,330,66.0,B,Pass,2024
STU0515,Male,Arts,Group C,60-75%,Post Graduate,Yes,No,7.7,41,60,54,36,45,236,47.2,D,Pass,2024
STU0516,Female,Commerce,Group B,Below 60%,High School,Yes,Yes,5.2,49,50,44,42,58,243,48.6,D,Pass,2023
STU0517,Male,Management,Group A,Above 90%,High School,No,No,2.2,59,51,56,55,55,276,55.2,C,Pass,2022
STU0518,Female,Commerce,Group C,Below 60%,High School,No,No,3.2,52,44,46,51,47,240,48.0,D,Pass,2023
STU0519,Female,Arts,Group A,Above 90%,High School,Yes,Yes,1.4,72,70,80,77,82,381,76.2,B,Pass,2023
STU0520,Female,Management,Group C,Below 60%,Graduate,Yes,No,4.9,59,44,59,44,42,248,49.6,D,Pass,2022
STU0521,Female,Arts,Group B,Above 90%,High School,Yes,Yes,1.3,74,75,87,83,73,392,78.4,B,Pass,2023
STU0522,Female,Management,Group B,60-75%,High School,Yes,No,4.6,35,38,45,36,36,190,38.0,D,Fail,2022
STU0523,Male,Commerce,Group A,75-90%,High School,No,Yes,7.2,41,66,61,50,63,281,56.2,C,Pass,2023
STU0524,Female,Arts,Group A,75-90%,High School,No,No,4.3,51,58,50,49,49,257,51.4,C,Pass,2022
STU0525,Female,Commerce,Group C,Above 90%,Graduate,Yes,Yes,6.8,97,90,88,87,100,462,92.4,A,Pass,2023
STU0526,Male,Technology,Group A,Below 60%,High School,No,No,1.6,36,39,35,40,32,182,36.4,D,Fail,2024
STU0527,Male,Arts,Group B,60-75%,Graduate,No,Yes,1.8,45,44,45,55,44,233,46.6,D,Pass,2023
STU0528,Female,Management,Group A,60-75%,Post Graduate,Yes,Yes,6.1,46,61,60,60,41,268,53.6,C,Pass,2023
STU0529,Male,Commerce,Group B,75-90%,Post Graduate,No,Yes,2.9,44,69,59,35,63,270,54.0,C,Pass,2024
STU0530,Female,Management,Group A,Above 90%,Graduate,Yes,Yes,5.0,84,77,78,79,80,398,79.6,B,Pass,2022
STU0531,Female,Commerce,Group B,Below 60%,High School,Yes,Yes,5.4,56,54,52,52,41,255,51.0,C,Pass,2023
STU0532,Male,Arts,Group A,Below 60%,,Yes,No,1.7,42,49,51,43,45,230,46.0,D,Pass,2023
STU0533,Male,Management,Group B,Below 60%,High School,Yes,No,5.3,48,54,52,55,52,261,52.2,C,Pass,2023
STU0534,Male,Science,Group B,Below 60%,Post Graduate,Yes,No,4.2,40,25,41,38,27,171,34.2,D,Fail,2023
STU0535,Male,Technology,Group C,75-90%,Post Graduate,Yes,No,2.4,65,68,66,73,66,338,67.6,B,Pass,2024
STU0536,Female,Commerce,Group A,75-90%,Graduate,No,No,6.3,71,65,62,44,66,308,61.6,C,Pass,2023
STU0537,Male,Management,Group B,60-75%,Graduate,No,No,6.8,49,41,45,57,51,243,48.6,D,Pass,2022
STU0538,Female,Technology,Group B,60-75%,High School,Yes,Yes,5.0,72,63,61,61,55,312,62.4,C,Pass,2023
STU0539,Female,Management,Group B,Above 90%,Graduate,Yes,Yes,4.3,83,79,92,85,85,424,84.8,A,Pass,2022
STU0540,Female,Commerce,Group B,75-90%,Post Graduate,No,Yes,3.0,94,76,79,81,78,408,81.6,A,Pass,2022
STU0541,Female,Management,Group B,Below 60%,High School,Yes,Yes,1.2,71,59,56,56,59,301,60.2,C,Pass,2023
STU0542,Male,Science,Group A,60-75%,Graduate,Yes,No,8.0,57,56,46,70,47,276,55.2,C,Pass,2023
STU0543,Male,Science,Group C,60-75%,,Yes,Yes,5.3,61,44,49,57,59,270,54.0,C,Pass,2022
STU0544,Female,Management,Group C,60-75%,Graduate,Yes,Yes,1.6,55,76,57,71,64,323,64.6,C,Pass,2023
STU0545,Male,Management,Group B,60-75%,Post Graduate,No,No,4.3,44,43,39,27,46,199,39.8,D,Fail,2024
STU0546,Male,Technology,Group A,60-75%,High School,Yes,No,4.9,52,55,45,55,47,254,50.8,C,Pass,2022
STU0547,Female,Science,Group C,Above 90%,Post Graduate,No,Yes,4.5,86,80,88,78,86,418,83.6,A,Pass,2023
STU0548,Male,Technology,Group C,60-75%,Graduate,Yes,No,2.9,76,68,75,67,69,355,71.0,B,Pass,2022
STU0549,Male,Science,Group B,Below 60%,Graduate,Yes,Yes,5.9,60,51,64,53,50,278,55.6,C,Pass,2022
STU0550,Female,Management,Group B,Below 60%,Graduate,No,,7.7,50,54,53,42,39,238,47.6,D,Pass,2023
STU0551,Male,Commerce,Group C,60-75%,Graduate,Yes,,3.9,52,67,62,42,64,287,57.4,C,Pass,2023
STU0552,Male,Technology,Group C,75-90%,,Yes,No,3.8,80,82,75,70,84,391,78.2,B,Pass,2024
STU0553,Female,Management,Group A,75-90%,Post Graduate,Yes,Yes,7.1,96,80,90,76,79,421,84.2,A,Pass,2023
STU0554,Female,Commerce,Group B,Below 60%,Post Graduate,No,Yes,4.9,60,43,59,58,57,277,55.4,C,Pass,2022
STU0555,Female,Management,Group B,Below 60%,High School,Yes,Yes,2.2,56,50,50,59,54,269,53.8,C,Pass,2023
STU0556,Male,Technology,Group C,Below 60%,High School,No,No,6.0,64,60,56,60,64,304,60.8,C,Pass,2023
STU0557,Female,Commerce,Group A,60-75%,Post Graduate,No,No,7.4,54,60,56,57,47,274,54.8,C,Pass,2023
STU0558,Female,Technology,Group C,Below 60%,Post Graduate,Yes,No,6.7,46,48,43,48,59,244,48.8,D,Pass,2022
STU0559,Male,Technology,Group B,60-75%,Post Graduate,No,No,7.1,52,48,52,59,52,263,52.6,C,Pass,2023
STU0560,Female,Management,Group B,Below 60%,Post Graduate,Yes,No,3.3,54,57,55,64,61,291,58.2,C,Pass,2023
STU0561,Female,Commerce,Group A,60-75%,Post Graduate,Yes,No,3.8,70,66,61,65,54,316,63.2,C,Pass,2022
STU0562,Male,Arts,Group B,60-75%,Graduate,No,No,6.9,62,59,71,67,67,326,65.2,B,Pass,2022
STU0563,Male,Science,Group A,60-75%,Graduate,Yes,No,1.2,71,65,64,63,70,333,66.6,B,Pass,2024
STU0564,Male,Management,Group B,Above 90%,Post Graduate,Yes,Yes,2.7,70,75,75,73,79,372,74.4,B,Pass,2022
STU0565,Male,Commerce,Group B,Below 60%,Graduate,Yes,Yes,5.6,49,72,63,69,64,317,63.4,C,Pass,2024
STU0566,Male,Commerce,Group B,Above 90%,Post Graduate,Yes,No,2.5,65,69,73,70,66,343,68.6,B,Pass,2023
STU0567,Male,Arts,Group B,Below 60%,Graduate,No,Yes,7.2,53,46,45,47,48,239,47.8,D,Pass,2023
STU0568,Female,Arts,Group A,Below 60%,Post Graduate,Yes,No,3.3,20,23,20,37,25,125,25.0,D,Fail,2024
STU0569,Female,Arts,Group B,Below 60%,Graduate,Yes,No,6.3,31,22,31,33,31,148,29.6,D,Fail,2022
STU0570,Male,Arts,Group A,Above 90%,High School,Yes,,5.2,78,77,78,90,78,401,80.2,A,Pass,2023
STU0571,Male,Arts,Group C,75-90%,Graduate,Yes,No,1.4,60,71,78,67,73,349,69.8,B,Pass,2024
STU0572,Male,Commerce,Group B,Above 90%,Post Graduate,No,Yes,7.6,71,58,73,93,78,373,74.6,B,Pass,2022
STU0573,Male,Science,Group C,60-75%,High School,Yes,No,5.0,51,52,55,45,47,250,50.0,C,Pass,2024
STU0574,Female,Commerce,Group B,Above 90%,High School,No,No,6.6,76,61,70,72,60,339,67.8,B,Pass,2022
STU0575,Female,Technology,Group B,Below 60%,Graduate,Yes,Yes,6.0,51,46,54,41,48,240,48.0,D,Pass,2022
STU0576,Male,Commerce,Group B,Below 60%,High School,No,No,5.1,50,62,56,46,57,271,54.2,C,Pass,2023
STU0577,Male,Science,Group B,Above 90%,Post Graduate,Yes,Yes,3.6,90,93,88,90,85,446,89.2,A,Pass,2022
STU0578,Female,Technology,Group B,60-75%,High School,No,Yes,5.8,43,47,43,49,56,238,47.6,D,Pass,2023
STU0579,Male,Commerce,Group B,Below 60%,High School,Yes,No,4.0,23,50,44,42,36,195,39.0,D,Fail,2024
STU0580,Female,Arts,Group A,75-90%,Post Graduate,No,Yes,3.8,51,57,61,58,45,272,54.4,C,Pass,2023
STU0581,Male,Science,Group C,Above 90%,High School,Yes,Yes,1.9,75,71,77,74,76,373,74.6,B,Pass,2023
STU0582,Male,Commerce,Group A,Above 90%,Post Graduate,Yes,Yes,5.4,86,85,80,90,81,422,84.4,A,Pass,2024
STU0583,Male,Science,Group A,Below 60%,Graduate,Yes,No,1.4,49,37,40,42,41,209,41.8,D,Pass,2022
STU0584,Male,Management,Group C,Below 60%,High School,Yes,No,3.4,22,24,30,25,20,121,24.2,D,Fail,2024
STU0585,Female,Arts,Group C,60-75%,Graduate,No,No,6.1,59,55,59,46,59,278,55.6,C,Pass,2022
STU0586,Male,Science,Group B,75-90%,Post Graduate,Yes,No,,50,50,57,64,72,293,58.6,C,Pass,2023
STU0587,Female,Science,Group A,Below 60%,Post Graduate,No,No,7.5,29,31,32,20,39,151,30.2,D,Fail,2024
STU0588,Female,Science,Group C,75-90%,Post Graduate,Yes,Yes,6.8,75,82,81,80,83,401,80.2,A,Pass,2024
STU0589,Male,Technology,Group A,Above 90%,High School,No,Yes,2.1,87,76,76,68,81,388,77.6,B,Pass,2023
STU0590,Female,Technology,Group C,60-75%,Post Graduate,No,No,7.1,55,43,51,62,58,269,53.8,C,Pass,2024
STU0591,Male,Management,Group A,75-90%,Graduate,No,No,6.2,63,62,61,59,46,291,58.2,C,Pass,2022
STU0592,Female,Management,Group B,60-75%,Graduate,No,Yes,5.8,69,76,55,64,72,336,67.2,B,Pass,2022
STU0593,Male,Management,Group B,Below 60%,Graduate,Yes,No,2.0,68,60,51,47,58,284,56.8,C,Pass,2024
STU0594,Female,Science,Group C,75-90%,Post Graduate,Yes,No,6.7,51,55,58,57,54,275,55.0,C,Pass,2022
STU0595,Male,Commerce,Group B,Below 60%,High School,No,No,5.7,50,62,39,45,50,246,49.2,D,Pass,2023
STU0596,Female,Technology,Group C,Below 60%,Post Graduate,No,No,7.1,46,48,50,45,60,249,49.8,D,Pass,2022
STU0597,Female,Arts,Group C,60-75%,Post Graduate,Yes,No,3.5,39,40,46,41,46,212,42.4,D,Pass,2024
STU0598,Male,Science,Group A,Above 90%,Graduate,Yes,Yes,4.0,79,77,73,68,73,370,74.0,B,Pass,2022
STU0599,Male,Technology,Group B,Below 60%,,Yes,No,5.7,49,46,48,44,23,210,42.0,D,Pass,2022
STU0600,Female,Technology,Group A,75-90%,Post Graduate,No,No,5.0,64,53,62,60,62,301,60.2,C,Pass,2024
STU0447,Female,Commerce,Group A,Above 90%,Post Graduate,Yes,Yes,4.0,79,80,85,72,78,394,78.8,B,Pass,2023
STU0405,Male,Science,Group A,Above 90%,Graduate,No,No,5.2,76,84,84,80,67,391,78.2,B,Pass,2023
STU0510,Female,Management,Group A,Above 90%,Graduate,No,No,1.8,72,68,67,65,58,330,66.0,B,Pass,2022
STU0456,Female,Commerce,Group C,Above 90%,Post Graduate,No,Yes,7.0,83,71,75,71,68,368,73.6,B,Pass,2022
STU0202,Female,Arts,Group C,Below 60%,Post Graduate,Yes,Yes,2.8,52,48,52,59,53,264,52.8,C,Pass,2023
STU0024,Male,Commerce,Group A,Below 60%,Graduate,No,Yes,3.3,50,67,52,73,63,305,61.0,C,Pass,2023
